target_id,pdb_id,chain_id,model,rank,output_pdb,success,return_code,inference_time_sec,inference_time_sec_per_prediction,prediction_count,trials_run,max_trials,successful_trial,command,error_message
7QIH_chainA,7QIH,A,openfold,1,data/predictions/7QIH_chainA/openfold/rank_001.pdb,true,0,26.426395,26.426395,1,1,5,1,bash runners/run_openfold.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/openfold 5,
7QIH_chainA,7QIH,A,boltz2,1,data/predictions/7QIH_chainA/boltz2/rank_001.pdb,true,0,37.505953,7.501191,5,1,5,1,bash runners/run_boltz2.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/boltz2 5,
7QIH_chainA,7QIH,A,boltz2,2,data/predictions/7QIH_chainA/boltz2/rank_002.pdb,true,0,37.505953,7.501191,5,1,5,1,bash runners/run_boltz2.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/boltz2 5,
7QIH_chainA,7QIH,A,boltz2,3,data/predictions/7QIH_chainA/boltz2/rank_003.pdb,true,0,37.505953,7.501191,5,1,5,1,bash runners/run_boltz2.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/boltz2 5,
7QIH_chainA,7QIH,A,boltz2,4,data/predictions/7QIH_chainA/boltz2/rank_004.pdb,true,0,37.505953,7.501191,5,1,5,1,bash runners/run_boltz2.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/boltz2 5,
7QIH_chainA,7QIH,A,boltz2,5,data/predictions/7QIH_chainA/boltz2/rank_005.pdb,true,0,37.505953,7.501191,5,1,5,1,bash runners/run_boltz2.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/boltz2 5,
7QIH_chainA,7QIH,A,chai1,1,data/predictions/7QIH_chainA/chai1/rank_001.pdb,true,0,160.884639,32.176928,5,1,5,1,bash runners/run_chai1.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/chai1 5,
7QIH_chainA,7QIH,A,chai1,2,data/predictions/7QIH_chainA/chai1/rank_002.pdb,true,0,160.884639,32.176928,5,1,5,1,bash runners/run_chai1.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/chai1 5,
7QIH_chainA,7QIH,A,chai1,3,data/predictions/7QIH_chainA/chai1/rank_003.pdb,true,0,160.884639,32.176928,5,1,5,1,bash runners/run_chai1.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/chai1 5,
7QIH_chainA,7QIH,A,chai1,4,data/predictions/7QIH_chainA/chai1/rank_004.pdb,true,0,160.884639,32.176928,5,1,5,1,bash runners/run_chai1.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/chai1 5,
7QIH_chainA,7QIH,A,chai1,5,data/predictions/7QIH_chainA/chai1/rank_005.pdb,true,0,160.884639,32.176928,5,1,5,1,bash runners/run_chai1.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/chai1 5,
7QIH_chainA,7QIH,A,esmfold,1,data/predictions/7QIH_chainA/esmfold/rank_001.pdb,true,0,22.436018,22.436018,1,1,5,1,bash runners/run_esmfold.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/esmfold 5,
7QIH_chainA,7QIH,A,omegafold,1,data/predictions/7QIH_chainA/omegafold/rank_001.pdb,true,0,20.294352,20.294352,1,1,5,1,bash runners/run_omegafold.sh data/sequences/7QIH_chainA.fasta data/predictions/7QIH_chainA/omegafold 5,
8ORK_chainA,8ORK,A,colabfold,1,data/predictions/8ORK_chainA/colabfold/rank_001.pdb,true,0,127.306228,25.461246,5,1,5,1,bash runners/run_colabfold.sh data/sequences/8ORK_chainA.fasta data/predictions/8ORK_chainA/colabfold 5,
