model,target_id,n_reps,mean_total_runtime_sec,std_total_runtime_sec,cv_total_runtime_sec,min_total_runtime_sec,max_total_runtime_sec,mean_inference_runtime_sec,std_inference_runtime_sec,cv_inference_runtime_sec,flagged_unstable
boltz2,T1183,3,582.2206698707014,37.13404507663753,0.06378001846771293,552.7258944799978,623.921368536001,54.55400320403472,10.729821940975489,0.19668257709421275,False
protenix,T1183,3,619.0547851749822,38.2666389097499,0.061814624207990644,591.5760973150027,662.761226704999,91.38811850831553,12.671940890891268,0.13866070445183998,False
protenix,T1299,3,606.26087518032,36.31690860414864,0.059903104572510815,581.4916697819717,647.9504723089922,91.26087518032,11.081441300425883,0.12142598105190587,False
esmfold,T1155,3,43.566096334031805,2.592914910133602,0.059516806147906755,41.92144255800668,46.55511267809197,43.566096334031805,2.592914910133602,0.059516806147906755,False
esmfold,T1104,3,46.03894568031319,2.709650484269041,0.058855615484429316,44.0623420890006,49.12771990592592,46.03894568031319,2.709650484269041,0.058855615484429316,False
omegafold,T1137s8,3,54.18620096934319,3.0837101805859035,0.05690951063962885,52.299825487003545,57.744815852027386,54.18620096934319,3.0837101805859035,0.05690951063962885,False
esmfold,T1106s2,3,43.66641692038562,2.4301324743544184,0.05565220702182032,42.189824979999685,46.47118355915882,43.66641692038562,2.4301324743544184,0.05565220702182032,False
omegafold,T1155,3,20.94595594567363,1.1304744700784275,0.053971013450542754,20.170422080002027,22.243053921032697,20.94595594567363,1.1304744700784275,0.053971013450542754,False
colabfold,T1183,3,652.6666666666666,35.13308032799477,0.053830051575068594,622.0,691.0,125.0,8.54400374531753,0.06835202996254024,False
esmfold,T1151s2,3,43.94043172463474,2.332370693827641,0.053080286248530915,42.22774220400606,46.5967692648992,43.94043172463474,2.332370693827641,0.053080286248530915,False
openfold,T1183,3,559.6101866043318,29.646614546279164,0.052977260342904696,534.2229076939984,592.191920644007,31.94351993766516,3.0193044555563433,0.09452009238331399,False
omegafold,T1151s2,3,20.947952106333105,1.0933005230577895,0.05219128426053908,20.14775096900121,22.193667621992063,20.947952106333105,1.0933005230577895,0.05219128426053908,False
omegafold,T1272s5,3,63.26128855734714,3.299970608719652,0.0521641383533974,61.34244679899712,67.07173394504935,63.26128855734714,3.299970608719652,0.0521641383533974,False
omegafold,T1147,3,19.884611888330255,1.0184491925814843,0.05121795679498199,19.178213857994702,21.05205295898486,19.884611888330255,1.0184491925814843,0.05121795679498199,False
omegafold,T1183,3,33.463172110333595,1.6615374832453136,0.04965271904788197,32.40290739900229,35.37807371199597,33.463172110333595,1.6615374832453136,0.04965271904788197,False
omegafold,T1106s1,3,21.661419899664907,1.0651054342628086,0.0491706194329064,20.907494287999725,22.87989724200452,21.661419899664907,1.0651054342628086,0.0491706194329064,False
omegafold,T1134s1,3,40.92311487834377,2.009357672083042,0.049100799830522686,39.67830920999404,43.241207068029325,40.92311487834377,2.009357672083042,0.049100799830522686,False
omegafold,T1159,3,26.401992821001233,1.2760462769456453,0.04833143791822508,25.539934248001373,27.867882177000865,26.401992821001233,1.2760462769456453,0.04833143791822508,False
omegafold,T1272s6,3,319.7521938963279,15.022222397993984,0.04698082666749297,311.0552079019981,337.09834020998096,319.7521938963279,15.022222397993984,0.04698082666749297,False
omegafold,T1106s2,3,20.909767306318827,0.9528762761079029,0.045570869448171646,20.32358804499745,22.00924927496817,20.909767306318827,0.9528762761079029,0.045570869448171646,False
